iter	Passed	Remaining
381	1184	1916
382	1185	1909
383	1186	1903
384	1187	1897
385	1189	1891
386	1190	1886
387	1191	1880
388	1192	1873
389	1193	1867
390	1195	1861
391	1196	1855
392	1197	1850
393	1198	1843
394	1199	1837
395	1200	1831
396	1201	1825
397	1203	1820
398	1204	1814
399	1205	1808
400	1206	1802
401	1208	1797
402	1209	1791
403	1210	1785
404	1211	1779
405	1212	1773
406	1213	1767
407	1214	1761
408	1215	1755
409	1216	1749
410	1217	1745
411	1218	1739
412	1220	1734
413	1221	1728
414	1223	1724
415	1242	1743
416	1243	1738
417	1244	1733
418	1246	1727
419	1250	1726
420	1251	1721
421	1252	1715
422	1253	1710
423	1254	1704
424	1255	1699
425	1259	1696
426	1260	1691
427	1261	1686
428	1269	1689
429	1270	1683
430	1271	1678
431	1272	1672
432	1273	1667
433	1274	1662
434	1275	1656
435	1276	1651
436	1277	1646
437	1278	1640
438	1282	1638
439	1283	1633
440	1285	1630
441	1286	1624
442	1288	1619
443	1289	1614
444	1290	1609
445	1291	1604
446	1293	1600
447	1295	1596
448	1296	1591
449	1298	1586
450	1299	1581
451	1299	1575
452	1300	1570
453	1301	1565
454	1302	1560
455	1303	1555
456	1304	1549
457	1305	1544
458	1306	1539
459	1306	1534
460	1307	1529
461	1308	1524
462	1310	1520
463	1311	1515
464	1312	1510
465	1313	1505
466	1314	1500
467	1315	1495
468	1316	1489
469	1316	1484
470	1317	1479
471	1318	1474
472	1319	1470
473	1320	1465
474	1320	1460
475	1321	1455
476	1322	1450
477	1323	1445
478	1325	1442
479	1326	1437
480	1327	1432
481	1328	1427
482	1329	1423
483	1330	1418
484	1331	1413
485	1331	1408
486	1332	1403
487	1333	1399
488	1334	1394
489	1335	1389
490	1336	1384
491	1337	1380
492	1339	1377
493	1340	1372
494	1341	1368
495	1342	1363
496	1342	1359
497	1343	1354
498	1344	1349
499	1345	1345
500	1346	1340
501	1347	1336
502	1348	1331
503	1348	1327
504	1349	1323
505	1350	1318
506	1351	1314
507	1352	1309
508	1354	1306
509	1355	1301
510	1355	1297
511	1356	1293
512	1357	1289
513	1358	1284
514	1359	1280
515	1360	1276
516	1361	1271
517	1362	1267
518	1362	1263
519	1363	1258
520	1364	1254
521	1365	1250
522	1366	1245
523	1366	1241
524	1368	1238
525	1369	1234
526	1370	1230
527	1371	1226
528	1372	1222
529	1373	1218
530	1374	1213
531	1375	1209
532	1376	1205
533	1376	1201
534	1377	1197
535	1378	1193
536	1379	1189
537	1380	1185
538	1380	1181
539	1381	1176
540	1383	1173
541	1384	1169
542	1385	1166
543	1386	1162
544	1387	1158
545	1388	1154
546	1389	1150
547	1389	1146
548	1390	1142
549	1391	1138
550	1392	1134
551	1393	1130
552	1394	1126
553	1394	1122
554	1395	1119
555	1396	1115
556	1398	1112
557	1399	1108
558	1400	1104
559	1401	1100
560	1402	1097
561	1403	1093
562	1404	1089
563	1405	1086
564	1405	1082
565	1406	1078
566	1407	1074
567	1408	1071
568	1409	1067
569	1409	1063
570	1410	1059
571	1412	1056
572	1413	1053
573	1414	1049
574	1415	1046
575	1416	1042
576	1417	1039
577	1418	1035
578	1419	1031
579	1420	1028
580	1420	1024
581	1421	1021
582	1422	1017
583	1423	1014
584	1424	1010
585	1425	1006
586	1426	1003
587	1427	999
588	1428	996
589	1428	992
590	1429	989
591	1430	985
592	1431	982
593	1432	979
594	1433	975
595	1434	972
596	1435	968
597	1436	965
598	1437	962
599	1437	958
600	1438	955
601	1439	951
602	1440	948
603	1440	944
604	1442	941
605	1443	938
606	1444	935
607	1445	931
608	1445	928
609	1446	924
610	1447	921
611	1448	918
612	1449	914
613	1449	911
614	1450	908
615	1451	904
616	1452	901
617	1453	898
618	1454	894
619	1454	891
620	1455	888
621	1457	886
622	1458	882
623	1459	879
624	1460	876
625	1461	873
626	1462	870
627	1463	866
628	1464	863
629	1465	860
630	1466	857
631	1466	854
632	1467	850
633	1468	847
634	1469	844
635	1470	841
636	1473	839
637	1474	836
638	1475	833
639	1476	830
640	1477	827
641	1478	824
642	1478	821
643	1479	818
644	1480	814
645	1481	811
646	1482	808
647	1483	805
648	1484	802
649	1484	799
650	1487	797
651	1488	794
652	1490	791
653	1491	788
654	1492	786
655	1493	783
656	1494	780
657	1495	777
658	1496	774
659	1497	771
660	1498	768
661	1499	765
662	1500	762
663	1502	760
664	1503	757
665	1503	754
666	1505	751
667	1506	748
668	1507	745
669	1508	742
670	1509	739
671	1510	737
672	1511	734
673	1512	731
674	1513	728
675	1513	725
676	1514	722
677	1516	720
678	1517	717
679	1518	714
680	1519	711
681	1520	708
682	1521	706
683	1522	703
684	1523	700
685	1524	697
686	1525	695
687	1526	692
688	1527	689
689	1528	686
690	1529	683
691	1531	681
692	1532	678
693	1533	675
694	1534	673
695	1535	670
696	1535	667
697	1536	664
698	1537	662
699	1538	659
700	1539	656
701	1540	653
702	1541	651
703	1542	648
704	1543	645
705	1544	643
706	1545	640
707	1546	638
708	1547	635
709	1548	632
710	1549	630
711	1551	627
712	1551	624
713	1552	622
714	1553	619
715	1554	616
716	1555	614
717	1556	611
718	1557	608
719	1558	606
720	1559	603
721	1561	601
722	1562	598
723	1563	596
724	1564	593
725	1565	590
726	1566	588
727	1566	585
728	1567	582
729	1568	580
730	1569	577
731	1570	574
732	1570	572
733	1571	569
734	1573	567
735	1574	564
736	1575	562
737	1576	559
738	1577	556
739	1578	554
740	1578	551
741	1579	549
742	1580	546
743	1581	544
744	1582	541
745	1583	539
746	1584	536
747	1584	533
748	1585	531
749	1586	528
750	1587	526
751	1588	524
752	1590	521
753	1591	519
754	1591	516
755	1592	514
756	1593	511
757	1595	509
758	1596	507
759	1597	504
760	1599	502
761	1600	499
762	1601	497
763	1602	494
764	1604	492
765	1605	490
766	1606	487
767	1606	485
768	1607	482
769	1609	480
770	1609	478
771	1610	475
772	1611	473
773	1612	470
774	1613	468
775	1614	465
776	1615	463
777	1615	461
778	1616	458
779	1619	456
780	1620	454
781	1621	451
782	1622	449
783	1623	447
784	1624	444
785	1624	442
786	1625	439
787	1626	437
788	1627	435
789	1628	432
790	1629	430
791	1629	428
792	1630	425
793	1633	423
794	1633	421
795	1634	418
796	1635	416
797	1636	414
798	1637	411
799	1638	409
800	1638	407
801	1639	404
802	1640	402
803	1641	400
804	1641	397
805	1642	395
806	1643	393
807	1644	390
808	1645	388
809	1647	386
810	1648	384
811	1649	381
812	1650	379
813	1651	377
814	1652	375
815	1653	372
816	1654	370
817	1654	368
818	1655	365
819	1656	363
820	1657	361
821	1658	359
822	1659	356
823	1660	354
824	1661	352
825	1663	350
826	1664	348
827	1665	345
828	1666	343
829	1667	341
830	1668	339
831	1670	337
832	1671	335
833	1672	332
834	1673	330
835	1675	328
836	1678	326
837	1679	324
838	1680	322
839	1681	320
840	1682	318
841	1682	315
842	1683	313
843	1684	311
844	1685	309
845	1686	306
846	1687	304
847	1688	302
848	1689	300
849	1690	298
850	1692	296
851	1693	294
852	1694	291
853	1695	289
854	1696	287
855	1697	285
856	1698	283
857	1700	281
858	1700	279
859	1701	277
860	1702	274
861	1703	272
862	1707	270
863	1708	268
864	1709	266
865	1710	264
866	1711	262
867	1712	260
868	1713	258
869	1714	256
870	1714	253
871	1715	251
872	1716	249
873	1717	247
874	1718	245
875	1721	243
876	1723	241
877	1724	239
878	1725	237
879	1726	235
880	1727	233
881	1728	231
882	1729	229
883	1730	227
884	1731	224
885	1732	222
886	1733	220
887	1734	218
888	1737	216
889	1738	214
890	1739	212
891	1740	210
892	1741	208
893	1742	206
894	1743	204
895	1744	202
896	1745	200
897	1745	198
898	1747	196
899	1748	194
900	1749	192
901	1751	190
902	1753	188
903	1754	186
904	1755	184
905	1756	182
906	1757	180
907	1758	178
908	1759	176
909	1760	174
910	1761	172
911	1762	170
912	1763	168
913	1764	166
914	1766	164
915	1767	162
916	1768	160
917	1769	158
918	1770	156
919	1771	154
920	1772	152
921	1773	150
922	1774	148
923	1775	145
924	1776	144
925	1777	142
926	1778	140
927	1779	138
928	1781	136
929	1782	134
930	1782	132
931	1783	130
932	1784	128
933	1785	126
934	1786	124
935	1787	122
936	1787	120
937	1788	118
938	1789	116
939	1790	114
940	1791	112
941	1792	110
942	1793	108
943	1793	106
944	1796	104
945	1796	102
946	1797	100
947	1798	98
948	1799	96
949	1800	94
950	1801	92
951	1802	90
952	1802	88
953	1803	86
954	1804	85
955	1805	83
956	1806	81
957	1807	79
958	1807	77
959	1808	75
960	1810	73
961	1811	71
962	1812	69
963	1813	67
964	1814	65
965	1815	63
966	1815	61
967	1816	60
968	1817	58
969	1818	56
970	1819	54
971	1820	52
972	1820	50
973	1821	48
974	1822	46
975	1823	44
976	1825	42
977	1826	41
978	1827	39
979	1828	37
980	1829	35
981	1830	33
982	1831	31
983	1832	29
984	1832	27
985	1833	26
986	1834	24
987	1835	22
988	1836	20
989	1836	18
990	1837	16
991	1840	14
992	1841	12
993	1842	11
994	1843	9
995	1844	7
996	1844	5
997	1845	3
998	1846	1
999	1847	0
